time,open,high,low,close,tick_volume,spread,real_volume
2025-03-30 14:00:00,1807.0,1819.5,1803.4,1813.47,7166,180,0
2025-03-30 15:00:00,1813.47,1826.65,1811.79,1813.69,5311,180,0
2025-03-30 16:00:00,1813.69,1817.16,1784.36,1795.16,7160,180,0
2025-03-30 17:00:00,1795.16,1808.51,1786.13,1804.0,6802,180,0
2025-03-30 18:00:00,1804.0,1824.98,1804.0,1824.04,6418,180,0
2025-03-30 19:00:00,1824.04,1834.4,1811.76,1814.04,4509,180,0
2025-03-30 20:00:00,1814.04,1818.08,1808.26,1814.92,3281,180,0
2025-03-30 21:00:00,1814.92,1821.22,1800.73,1806.24,3058,180,0
2025-03-30 22:00:00,1806.24,1816.61,1766.91,1805.2,12035,180,0
2025-03-30 23:00:00,1805.2,1808.03,1792.37,1808.03,8330,180,0
2025-03-31 00:00:00,1808.03,1813.67,1776.91,1786.74,10528,180,0
2025-03-31 01:00:00,1786.75,1820.52,1783.54,1813.97,10360,180,0
2025-03-31 02:00:00,1813.97,1823.73,1803.97,1812.23,6979,180,0
2025-03-31 03:00:00,1812.23,1817.72,1795.73,1798.85,6396,180,0
2025-03-31 04:00:00,1798.85,1809.56,1792.56,1804.97,5424,180,0
2025-03-31 05:00:00,1804.97,1813.58,1801.88,1809.05,4806,180,0
2025-03-31 06:00:00,1809.05,1811.69,1799.2,1804.32,4791,180,0
2025-03-31 07:00:00,1804.32,1810.73,1788.67,1799.04,7387,180,0
2025-03-31 08:00:00,1799.04,1808.58,1794.04,1795.31,6394,180,0
2025-03-31 09:00:00,1795.38,1800.84,1781.03,1786.46,8110,180,0
2025-03-31 10:00:00,1786.46,1810.75,1778.04,1803.38,7326,180,0
2025-03-31 11:00:00,1803.38,1819.78,1799.01,1813.64,5885,180,0
2025-03-31 12:00:00,1813.64,1846.32,1809.0,1834.42,8264,180,0
2025-03-31 13:00:00,1834.46,1837.75,1793.17,1818.25,14497,180,0
2025-03-31 14:00:00,1818.25,1847.01,1817.9,1839.61,13768,180,0
2025-03-31 15:00:00,1839.61,1854.48,1837.73,1842.16,9849,180,0
2025-03-31 16:00:00,1842.16,1847.2,1834.28,1840.28,6017,180,0
2025-03-31 17:00:00,1840.16,1846.93,1817.18,1825.36,6860,180,0
2025-03-31 18:00:00,1825.36,1847.21,1825.36,1839.66,6679,180,0
2025-03-31 19:00:00,1839.66,1846.12,1823.73,1827.49,5691,180,0
2025-03-31 20:00:00,1827.49,1834.9,1817.59,1819.53,3480,180,0
2025-03-31 21:00:00,1819.53,1829.56,1818.95,1824.35,2480,180,0
2025-03-31 22:00:00,1824.35,1825.21,1815.74,1824.7,3425,180,0
2025-03-31 23:00:00,1824.7,1831.63,1819.4,1822.12,3968,180,0
2025-04-01 00:00:00,1822.12,1842.73,1817.43,1831.9,5765,180,0
2025-04-01 01:00:00,1831.9,1833.4,1820.58,1826.33,5013,180,0
2025-04-01 02:00:00,1826.33,1839.36,1824.11,1839.15,3673,180,0
2025-04-01 03:00:00,1839.15,1840.88,1832.53,1834.88,3261,180,0
2025-04-01 04:00:00,1834.94,1840.37,1831.59,1837.54,2668,180,0
2025-04-01 05:00:00,1837.54,1849.93,1836.3,1840.99,3476,180,0
2025-04-01 06:00:00,1840.99,1866.6,1838.71,1857.39,5162,180,0
2025-04-01 07:00:00,1857.39,1862.64,1851.77,1854.23,4813,180,0
2025-04-01 08:00:00,1854.23,1891.77,1853.97,1884.2,8853,180,0
2025-04-01 09:00:00,1884.2,1890.04,1878.11,1885.07,5359,180,0
2025-04-01 10:00:00,1885.07,1885.74,1871.8,1872.69,5527,180,0
2025-04-01 11:00:00,1872.69,1873.62,1855.87,1861.99,5550,180,0
2025-04-01 12:00:00,1861.99,1870.31,1858.76,1864.89,4167,180,0
2025-04-01 13:00:00,1864.89,1881.52,1862.96,1873.9,9641,180,0
2025-04-01 14:00:00,1873.75,1888.36,1841.59,1882.22,14999,180,0
2025-04-01 15:00:00,1882.31,1928.07,1882.31,1918.36,15905,180,0
2025-04-01 16:00:00,1918.36,1924.37,1907.85,1916.25,7150,180,0
2025-04-01 17:00:00,1916.25,1923.33,1913.72,1915.38,4990,180,0
2025-04-01 18:00:00,1915.38,1915.78,1901.58,1908.78,5545,180,0
2025-04-01 19:00:00,1908.78,1911.94,1903.26,1910.26,4060,180,0
2025-04-01 20:00:00,1910.16,1916.6,1897.31,1913.03,3795,180,0
2025-04-01 21:00:00,1913.03,1923.7,1908.86,1915.8,2908,180,0
2025-04-01 22:00:00,1915.8,1920.96,1911.2,1912.09,3244,180,0
2025-04-01 23:00:00,1912.09,1916.05,1905.15,1905.78,2467,180,0
2025-04-02 00:00:00,1905.78,1909.72,1887.51,1890.46,4660,180,0
2025-04-02 01:00:00,1890.6,1896.92,1883.16,1893.03,5092,180,0
2025-04-02 02:00:00,1893.03,1893.72,1872.07,1878.01,5270,180,0
2025-04-02 03:00:00,1878.01,1887.45,1874.75,1875.97,3189,180,0
2025-04-02 04:00:00,1875.97,1883.18,1874.93,1878.85,3001,180,0
2025-04-02 05:00:00,1878.85,1879.09,1853.81,1855.98,6359,180,0
2025-04-02 06:00:00,1855.98,1862.52,1851.0,1853.6,4635,180,0
2025-04-02 07:00:00,1853.6,1866.56,1851.61,1864.54,4782,180,0
2025-04-02 08:00:00,1864.54,1875.5,1861.83,1867.37,4093,180,0
2025-04-02 09:00:00,1867.37,1887.77,1865.86,1879.1,5879,180,0
2025-04-02 10:00:00,1879.1,1887.53,1870.12,1872.09,4688,180,0
2025-04-02 11:00:00,1872.09,1878.28,1867.43,1868.03,3853,180,0
2025-04-02 12:00:00,1868.03,1872.93,1857.29,1871.66,5742,180,0
2025-04-02 13:00:00,1871.66,1893.17,1853.1,1871.29,12116,180,0
2025-04-02 14:00:00,1871.13,1881.41,1856.67,1875.1,11384,180,0
2025-04-02 15:00:00,1875.1,1918.62,1873.64,1900.99,22312,180,0
2025-04-02 16:00:00,1900.99,1910.53,1894.93,1903.22,7996,180,0
2025-04-02 17:00:00,1903.22,1914.62,1882.02,1892.67,9416,180,0
2025-04-02 18:00:00,1892.67,1904.79,1887.92,1897.83,5086,180,0
2025-04-02 19:00:00,1897.83,1916.51,1892.8,1911.84,5636,180,0
2025-04-02 20:00:00,1911.71,1956.86,1865.54,1880.44,26991,180,0
2025-04-02 21:00:00,1880.35,1884.5,1853.9,1866.67,9507,180,0
2025-04-02 22:00:00,1866.67,1866.67,1787.61,1796.82,20110,180,0
2025-04-02 23:00:00,1796.82,1801.15,1779.7,1793.41,11562,180,0
2025-04-03 00:00:00,1793.37,1826.95,1786.84,1819.57,11080,180,0
2025-04-03 01:00:00,1819.57,1833.9,1813.0,1824.71,7495,180,0
2025-04-03 02:00:00,1824.71,1831.74,1816.5,1829.1,6023,180,0
2025-04-03 03:00:00,1829.1,1829.51,1818.12,1822.98,4698,180,0
2025-04-03 04:00:00,1822.98,1844.31,1821.03,1834.47,4731,180,0
2025-04-03 05:00:00,1834.47,1839.65,1819.45,1820.12,3911,180,0
2025-04-03 06:00:00,1820.12,1826.69,1812.3,1816.42,4641,180,0
2025-04-03 07:00:00,1816.42,1821.21,1805.71,1814.27,5983,180,0
2025-04-03 08:00:00,1814.27,1823.3,1813.59,1820.06,5157,180,0
2025-04-03 09:00:00,1820.08,1822.32,1808.14,1810.35,5142,180,0
2025-04-03 10:00:00,1810.35,1816.36,1788.41,1791.96,9184,180,0
2025-04-03 11:00:00,1791.96,1801.23,1785.26,1793.23,7551,180,0
2025-04-03 12:00:00,1793.23,1799.0,1746.33,1757.75,14581,180,0
2025-04-03 13:00:00,1757.75,1790.01,1754.35,1782.32,17314,180,0
2025-04-03 14:00:00,1782.32,1782.79,1749.04,1756.31,15944,180,0
2025-04-03 15:00:00,1756.31,1781.07,1752.72,1780.88,10874,180,0
2025-04-03 16:00:00,1780.66,1789.22,1768.94,1771.81,9464,180,0
2025-04-03 17:00:00,1771.81,1780.95,1765.07,1774.17,6715,180,0
2025-04-03 18:00:00,1774.21,1797.61,1768.01,1786.57,7046,180,0
2025-04-03 19:00:00,1786.61,1793.26,1780.59,1785.31,7514,180,0
2025-04-03 20:00:00,1785.32,1801.79,1777.4,1796.94,3940,180,0
2025-04-03 21:00:00,1796.94,1817.38,1794.04,1810.57,4205,180,0
2025-04-03 22:00:00,1810.57,1814.97,1804.17,1810.08,4716,180,0
2025-04-03 23:00:00,1810.08,1820.75,1801.7,1815.36,4558,180,0
2025-04-04 00:00:00,1815.47,1821.57,1806.95,1808.77,4970,180,0
2025-04-04 01:00:00,1808.77,1817.43,1769.69,1781.69,6937,180,0
2025-04-04 02:00:00,1781.69,1802.48,1781.69,1788.11,6214,180,0
2025-04-04 03:00:00,1788.11,1795.76,1781.03,1792.09,5172,180,0
2025-04-04 04:00:00,1792.09,1792.96,1782.54,1786.68,3558,180,0
2025-04-04 05:00:00,1786.68,1805.51,1783.18,1804.92,4070,180,0
2025-04-04 06:00:00,1804.92,1807.48,1797.58,1798.35,3514,180,0
2025-04-04 07:00:00,1798.35,1820.14,1798.13,1816.29,6947,180,0
2025-04-04 08:00:00,1816.29,1833.59,1812.64,1826.12,6169,180,0
2025-04-04 09:00:00,1826.12,1831.91,1820.83,1827.39,3529,180,0
2025-04-04 10:00:00,1827.39,1830.72,1779.27,1782.86,15146,180,0
2025-04-04 11:00:00,1782.91,1786.92,1757.02,1782.59,13380,180,0
2025-04-04 12:00:00,1782.59,1799.73,1767.67,1786.94,15233,180,0
2025-04-04 13:00:00,1786.94,1807.12,1770.08,1799.65,18172,180,0
2025-04-04 14:00:00,1799.65,1803.21,1773.17,1788.09,18271,180,0
2025-04-04 15:00:00,1788.09,1818.88,1785.1,1793.28,22848,180,0
2025-04-04 16:00:00,1793.28,1802.18,1780.71,1795.71,15645,180,0
2025-04-04 17:00:00,1795.71,1827.35,1785.89,1819.19,12871,180,0
2025-04-04 18:00:00,1819.19,1821.5,1803.0,1804.92,10478,180,0
2025-04-04 19:00:00,1804.92,1814.37,1800.13,1808.7,8736,180,0
2025-04-04 20:00:00,1808.54,1821.72,1805.73,1817.02,4395,180,0
2025-04-04 21:00:00,1817.02,1826.15,1811.19,1816.99,2858,180,0
2025-04-04 22:00:00,1816.99,1824.73,1814.6,1817.52,2401,180,0
2025-04-04 23:00:00,1817.52,1818.39,1808.29,1815.39,2502,180,0
2025-04-05 00:00:00,1815.39,1823.93,1810.81,1821.07,2778,180,0
2025-04-05 01:00:00,1821.07,1826.12,1817.23,1818.2,3314,180,0
2025-04-05 02:00:00,1818.2,1820.2,1811.44,1814.64,3077,180,0
2025-04-05 03:00:00,1814.64,1815.44,1807.8,1808.74,3219,180,0
2025-04-05 04:00:00,1808.74,1815.22,1806.48,1807.37,2737,180,0
2025-04-05 05:00:00,1807.37,1814.82,1805.94,1809.19,2662,180,0
2025-04-05 06:00:00,1809.19,1813.44,1802.9,1808.59,2364,180,0
2025-04-05 07:00:00,1808.59,1813.79,1805.71,1812.34,2236,180,0
2025-04-05 08:00:00,1812.34,1814.2,1808.54,1812.42,2045,180,0
2025-04-05 09:00:00,1812.42,1821.25,1812.42,1819.43,2872,180,0
2025-04-05 10:00:00,1819.43,1820.33,1814.98,1817.32,2276,180,0
2025-04-05 11:00:00,1817.32,1818.73,1805.41,1806.41,3042,180,0
2025-04-05 12:00:00,1806.41,1807.61,1791.13,1796.84,3885,180,0
2025-04-05 13:00:00,1796.89,1797.77,1781.41,1786.0,5206,180,0
2025-04-05 14:00:00,1785.94,1793.96,1784.77,1789.57,3739,180,0
2025-04-05 15:00:00,1789.57,1789.57,1776.14,1780.94,3756,180,0
2025-04-05 16:00:00,1780.94,1787.33,1778.63,1783.71,3319,180,0
2025-04-05 17:00:00,1783.71,1789.23,1780.95,1786.26,2401,180,0
2025-04-05 18:00:00,1786.26,1793.69,1785.77,1791.85,2847,180,0
2025-04-05 19:00:00,1791.85,1794.84,1778.28,1781.25,2396,180,0
2025-04-05 20:00:00,1781.25,1804.39,1762.83,1789.82,5679,180,0
2025-04-05 21:00:00,1789.82,1794.85,1783.8,1790.01,3130,180,0
2025-04-05 22:00:00,1790.01,1797.21,1789.59,1796.54,1997,180,0
2025-04-05 23:00:00,1796.54,1809.91,1795.86,1805.43,3146,180,0
2025-04-06 00:00:00,1805.57,1813.13,1802.08,1809.71,3236,180,0
2025-04-06 01:00:00,1809.71,1816.92,1806.37,1809.84,3219,180,0
2025-04-06 02:00:00,1809.84,1812.84,1803.68,1803.85,2154,180,0
2025-04-06 03:00:00,1803.85,1809.78,1801.3,1809.78,2646,180,0
2025-04-06 04:00:00,1809.78,1811.18,1805.23,1809.63,2220,180,0
2025-04-06 05:00:00,1809.63,1813.05,1806.48,1810.48,2405,180,0
2025-04-06 06:00:00,1810.48,1811.88,1797.45,1797.61,2696,180,0
2025-04-06 07:00:00,1797.61,1800.87,1790.05,1796.9,4009,180,0
2025-04-06 08:00:00,1796.9,1797.37,1781.61,1793.52,3590,180,0
2025-04-06 09:00:00,1793.53,1795.33,1787.54,1789.59,2340,180,0
2025-04-06 10:00:00,1789.59,1790.39,1783.3,1788.56,2772,180,0
2025-04-06 11:00:00,1788.56,1790.11,1781.8,1787.95,2968,180,0
2025-04-06 12:00:00,1787.95,1790.81,1775.48,1776.31,3946,180,0
2025-04-06 13:00:00,1776.31,1779.67,1738.03,1747.36,9636,180,0
2025-04-06 14:00:00,1747.31,1769.54,1742.97,1768.83,9330,180,0
2025-04-06 15:00:00,1768.83,1772.52,1756.85,1759.45,4855,180,0
2025-04-06 16:00:00,1759.45,1759.45,1715.13,1731.27,7549,180,0
2025-04-06 17:00:00,1731.27,1733.36,1666.93,1683.71,20350,180,0
2025-04-06 18:00:00,1683.71,1683.93,1600.99,1617.7,33779,180,0
2025-04-06 19:00:00,1617.72,1635.35,1607.29,1624.83,21492,180,0
2025-04-06 20:00:00,1624.83,1629.87,1552.17,1572.84,21366,180,0
2025-04-06 21:00:00,1572.9,1595.64,1568.89,1585.76,13280,180,0
2025-04-06 22:00:00,1585.76,1606.17,1561.28,1574.78,21917,180,0
2025-04-06 23:00:00,1574.82,1582.63,1534.33,1578.94,23667,180,0
2025-04-07 00:00:00,1578.94,1584.54,1551.04,1571.01,18398,180,0
2025-04-07 01:00:00,1571.08,1612.53,1569.05,1596.74,17977,180,0
2025-04-07 02:00:00,1596.74,1599.93,1570.85,1577.45,11449,180,0
2025-04-07 03:00:00,1577.45,1581.1,1518.59,1541.83,19691,180,0
2025-04-07 04:00:00,1541.88,1557.35,1531.48,1545.84,20828,180,0
2025-04-07 05:00:00,1545.84,1559.34,1534.11,1538.2,18774,180,0
2025-04-07 06:00:00,1538.2,1550.41,1408.94,1428.98,37288,180,0
2025-04-07 07:00:00,1429.02,1475.35,1429.02,1457.33,30387,180,0
2025-04-07 08:00:00,1457.2,1509.12,1452.53,1493.54,26532,180,0
2025-04-07 09:00:00,1493.54,1503.75,1474.32,1482.27,18223,180,0
2025-04-07 10:00:00,1482.38,1518.91,1479.31,1489.63,22321,180,0
2025-04-07 11:00:00,1489.63,1502.16,1472.13,1480.69,15622,180,0
2025-04-07 12:00:00,1480.69,1524.86,1475.85,1518.39,23587,180,0
2025-04-07 13:00:00,1518.37,1556.29,1484.98,1547.91,30869,180,0
2025-04-07 14:00:00,1548.04,1636.99,1536.86,1568.09,48682,180,0
2025-04-07 15:00:00,1567.72,1575.34,1531.62,1554.01,31139,180,0
2025-04-07 16:00:00,1554.01,1555.53,1523.81,1527.22,22618,180,0
2025-04-07 17:00:00,1527.22,1570.71,1527.08,1563.85,24527,180,0
2025-04-07 18:00:00,1563.85,1570.25,1544.55,1547.78,19034,180,0
2025-04-07 19:00:00,1547.78,1560.54,1539.6,1542.88,17242,180,0
2025-04-07 20:00:00,1542.95,1578.04,1542.78,1569.12,10027,180,0
2025-04-07 21:00:00,1569.12,1574.55,1553.2,1566.31,5259,180,0
2025-04-07 22:00:00,1566.39,1583.22,1563.06,1576.57,7236,180,0
2025-04-07 23:00:00,1576.57,1580.69,1549.33,1551.09,7797,180,0
2025-04-08 00:00:00,1551.09,1561.65,1542.03,1542.67,9035,180,0
2025-04-08 01:00:00,1542.67,1592.31,1538.96,1589.49,12070,180,0
2025-04-08 02:00:00,1589.49,1617.12,1585.16,1588.53,10384,180,0
2025-04-08 03:00:00,1588.53,1591.83,1577.57,1583.37,6372,180,0
2025-04-08 04:00:00,1583.37,1600.78,1581.93,1597.29,6589,180,0
2025-04-08 05:00:00,1597.29,1601.13,1580.32,1589.89,6595,180,0
2025-04-08 06:00:00,1589.85,1589.85,1572.28,1575.14,7788,180,0
2025-04-08 07:00:00,1575.14,1577.4,1559.92,1569.47,7629,180,0
2025-04-08 08:00:00,1569.48,1570.22,1552.78,1565.9,6843,180,0
2025-04-08 09:00:00,1565.9,1574.79,1562.9,1566.63,6993,180,0
2025-04-08 10:00:00,1566.63,1573.06,1563.26,1564.45,4999,180,0
2025-04-08 11:00:00,1564.45,1588.56,1563.23,1586.41,9968,180,0
2025-04-08 12:00:00,1586.41,1591.58,1565.56,1569.98,10943,180,0
2025-04-08 13:00:00,1569.98,1585.1,1548.73,1566.56,21461,180,0
2025-04-08 14:00:00,1566.56,1581.81,1529.17,1529.97,20717,180,0
2025-04-08 15:00:00,1529.97,1538.08,1516.74,1530.55,15664,180,0
2025-04-08 16:00:00,1530.5,1531.8,1480.76,1485.6,21421,180,0
2025-04-08 17:00:00,1485.61,1488.5,1452.99,1479.65,25927,180,0
2025-04-08 18:00:00,1479.72,1500.41,1470.09,1474.25,16980,180,0
2025-04-08 19:00:00,1474.25,1477.55,1453.21,1464.56,17192,180,0
2025-04-08 20:00:00,1464.48,1481.08,1458.07,1480.28,9341,180,0
2025-04-08 21:00:00,1480.3,1484.65,1462.16,1476.06,5094,180,0
2025-04-08 22:00:00,1476.06,1477.18,1442.86,1465.2,14550,180,0
2025-04-08 23:00:00,1465.18,1474.77,1460.6,1471.97,10306,180,0
2025-04-09 00:00:00,1471.97,1480.98,1461.63,1466.14,13075,180,0
2025-04-09 01:00:00,1466.14,1467.57,1382.87,1433.75,30847,180,0
2025-04-09 02:00:00,1433.75,1452.39,1413.21,1417.67,17101,180,0
2025-04-09 03:00:00,1417.71,1424.94,1405.54,1417.32,13484,180,0
2025-04-09 04:00:00,1417.25,1448.89,1412.69,1438.63,18980,180,0
2025-04-09 05:00:00,1438.63,1462.59,1437.62,1457.3,12153,180,0
2025-04-09 06:00:00,1457.3,1475.27,1456.14,1458.09,11079,180,0
2025-04-09 07:00:00,1458.09,1490.89,1456.67,1482.82,14763,180,0
2025-04-09 08:00:00,1482.82,1487.66,1469.72,1481.33,9991,180,0
2025-04-09 09:00:00,1481.33,1485.3,1469.78,1478.45,7355,180,0
2025-04-09 10:00:00,1478.45,1495.95,1472.1,1484.73,8741,180,0
2025-04-09 11:00:00,1485.32,1485.7,1442.76,1453.26,22989,180,0
2025-04-09 12:00:00,1453.28,1467.65,1437.64,1459.3,14822,180,0
2025-04-09 13:00:00,1459.3,1497.71,1453.09,1485.57,24565,180,0
2025-04-09 14:00:00,1485.59,1500.05,1467.49,1468.92,22994,180,0
2025-04-09 15:00:00,1468.92,1495.29,1467.65,1483.73,14942,180,0
2025-04-09 16:00:00,1483.73,1508.05,1480.31,1501.07,12739,180,0
2025-04-09 17:00:00,1501.07,1637.42,1483.97,1631.83,39646,180,0
2025-04-09 18:00:00,1631.73,1671.07,1610.64,1627.03,32384,180,0
2025-04-09 19:00:00,1627.03,1645.73,1621.74,1638.37,14743,180,0
2025-04-09 20:00:00,1638.5,1678.13,1638.5,1672.5,9393,180,0
2025-04-09 21:00:00,1672.46,1688.1,1660.1,1670.42,11513,180,0
2025-04-09 22:00:00,1670.42,1683.56,1664.74,1670.45,8783,180,0
2025-04-09 23:00:00,1670.45,1673.91,1654.74,1668.3,5649,180,0
2025-04-10 00:00:00,1668.27,1668.81,1632.69,1645.4,8966,180,0
2025-04-10 01:00:00,1645.4,1650.81,1627.06,1636.29,7563,180,0
2025-04-10 02:00:00,1636.29,1644.86,1628.2,1631.23,5393,180,0
2025-04-10 03:00:00,1631.23,1634.81,1599.77,1615.62,10079,180,0
2025-04-10 04:00:00,1615.62,1619.1,1603.66,1617.76,6053,180,0
2025-04-10 05:00:00,1617.75,1624.33,1612.01,1615.36,5512,180,0
2025-04-10 06:00:00,1615.36,1621.11,1604.04,1614.54,5987,180,0
2025-04-10 07:00:00,1614.54,1618.97,1581.32,1593.6,9559,180,0
2025-04-10 08:00:00,1593.6,1597.31,1581.1,1590.68,8034,180,0
2025-04-10 09:00:00,1590.68,1605.0,1584.1,1602.16,8179,180,0
2025-04-10 10:00:00,1602.16,1604.2,1585.39,1592.92,6066,180,0
2025-04-10 11:00:00,1592.92,1595.03,1578.89,1592.73,5790,180,0
2025-04-10 12:00:00,1592.73,1625.92,1579.66,1591.72,16431,180,0
2025-04-10 13:00:00,1591.72,1594.88,1557.03,1566.75,18850,180,0
2025-04-10 14:00:00,1566.75,1582.26,1554.07,1562.86,16102,180,0
2025-04-10 15:00:00,1562.86,1565.53,1481.3,1494.32,25180,180,0
2025-04-10 16:00:00,1494.32,1512.58,1470.87,1508.91,25508,180,0
2025-04-10 17:00:00,1508.91,1518.54,1485.37,1509.31,19379,180,0
2025-04-10 18:00:00,1509.31,1520.25,1504.65,1515.78,14739,180,0
2025-04-10 19:00:00,1515.77,1529.89,1507.84,1512.2,13178,180,0
2025-04-10 20:00:00,1512.25,1531.26,1511.71,1528.69,6693,180,0
2025-04-10 21:00:00,1528.69,1531.06,1516.49,1522.73,3866,180,0
2025-04-10 22:00:00,1522.73,1530.46,1518.13,1521.74,5169,180,0
2025-04-10 23:00:00,1521.74,1526.01,1511.48,1519.35,5817,180,0
2025-04-11 00:00:00,1519.35,1526.87,1501.93,1505.45,10195,180,0
2025-04-11 01:00:00,1505.45,1546.05,1504.24,1540.72,10176,180,0
2025-04-11 02:00:00,1540.72,1548.49,1530.89,1532.54,8036,180,0
2025-04-11 03:00:00,1532.43,1543.98,1532.36,1542.5,5915,180,0
2025-04-11 04:00:00,1542.5,1556.4,1540.07,1545.43,6028,180,0
2025-04-11 05:00:00,1545.43,1550.86,1538.28,1546.86,4780,180,0
2025-04-11 06:00:00,1546.86,1560.22,1546.86,1550.49,5879,180,0
2025-04-11 07:00:00,1550.57,1556.49,1544.19,1550.72,5378,180,0
2025-04-11 08:00:00,1550.72,1570.92,1535.32,1550.0,12566,180,0
2025-04-11 09:00:00,1550.0,1569.11,1542.28,1561.52,8352,180,0
2025-04-11 10:00:00,1561.52,1582.44,1551.92,1565.59,9309,180,0
2025-04-11 11:00:00,1565.59,1572.91,1552.78,1556.18,6526,180,0
2025-04-11 12:00:00,1556.18,1571.26,1550.94,1553.91,8226,180,0
2025-04-11 13:00:00,1554.1,1579.0,1547.13,1568.02,15891,180,0
2025-04-11 14:00:00,1568.02,1568.02,1538.42,1553.76,16076,180,0
2025-04-11 15:00:00,1553.76,1568.26,1550.88,1562.82,10896,180,0
2025-04-11 16:00:00,1562.82,1571.1,1552.89,1562.45,7784,180,0
2025-04-11 17:00:00,1562.45,1589.18,1560.2,1577.41,10167,180,0
2025-04-11 18:00:00,1577.38,1580.05,1558.28,1559.9,8521,180,0
2025-04-11 19:00:00,1559.9,1570.41,1559.24,1563.49,5707,180,0
2025-04-11 20:00:00,1563.49,1572.89,1560.58,1569.28,3616,180,0
2025-04-11 21:00:00,1569.28,1584.88,1562.86,1570.69,5648,180,0
2025-04-11 22:00:00,1570.69,1573.46,1562.89,1563.86,3731,180,0
2025-04-11 23:00:00,1563.86,1568.82,1554.87,1563.85,3620,180,0
2025-04-12 00:00:00,1563.85,1567.54,1557.91,1559.87,5260,180,0
2025-04-12 01:00:00,1559.87,1562.45,1549.52,1552.07,5194,180,0
2025-04-12 02:00:00,1552.04,1555.07,1543.37,1545.72,4906,180,0
2025-04-12 03:00:00,1545.72,1557.86,1544.35,1552.13,4244,180,0
2025-04-12 04:00:00,1552.13,1568.7,1548.33,1565.0,6650,180,0
2025-04-12 05:00:00,1565.0,1570.41,1561.89,1566.36,5163,180,0
2025-04-12 06:00:00,1566.35,1576.84,1566.35,1571.53,5140,180,0
2025-04-12 07:00:00,1571.53,1583.07,1568.61,1579.75,4721,180,0
2025-04-12 08:00:00,1579.75,1604.18,1578.09,1589.47,9186,180,0
2025-04-12 09:00:00,1589.47,1600.07,1586.16,1595.31,6036,180,0
2025-04-12 10:00:00,1595.31,1595.51,1585.23,1589.6,4233,180,0
2025-04-12 11:00:00,1589.6,1596.4,1589.6,1591.86,4064,180,0
2025-04-12 12:00:00,1591.86,1614.79,1588.43,1604.92,6835,180,0
2025-04-12 13:00:00,1604.96,1645.73,1603.58,1636.84,17198,180,0
2025-04-12 14:00:00,1636.84,1668.32,1633.86,1651.98,16179,180,0
2025-04-12 15:00:00,1651.99,1665.6,1645.9,1654.01,10651,180,0
2025-04-12 16:00:00,1654.01,1660.38,1634.76,1641.44,8707,180,0
2025-04-12 17:00:00,1641.44,1645.19,1625.78,1632.17,7254,180,0
2025-04-12 18:00:00,1632.17,1653.12,1631.34,1649.35,5824,180,0
2025-04-12 19:00:00,1649.35,1650.21,1632.88,1641.24,5238,180,0
2025-04-12 20:00:00,1641.24,1658.82,1639.53,1647.18,7169,180,0
2025-04-12 21:00:00,1647.18,1653.62,1643.37,1645.87,4016,180,0
2025-04-12 22:00:00,1645.87,1654.44,1645.39,1648.05,4457,180,0
2025-04-12 23:00:00,1648.05,1650.56,1640.85,1642.48,3729,180,0
2025-04-13 00:00:00,1642.48,1647.77,1632.74,1639.93,5182,180,0
2025-04-13 01:00:00,1639.93,1648.39,1607.7,1615.73,9195,180,0
2025-04-13 02:00:00,1615.73,1627.05,1604.58,1623.85,8116,180,0
2025-04-13 03:00:00,1623.85,1628.14,1619.65,1622.47,5086,180,0
2025-04-13 04:00:00,1622.47,1622.77,1600.86,1607.58,6524,180,0
2025-04-13 05:00:00,1607.58,1612.33,1595.15,1608.02,7153,180,0
2025-04-13 06:00:00,1608.02,1622.27,1605.98,1615.29,5360,180,0
2025-04-13 07:00:00,1615.29,1620.2,1609.06,1611.77,4193,180,0
2025-04-13 08:00:00,1611.77,1620.61,1606.78,1618.98,5447,180,0
2025-04-13 09:00:00,1618.98,1626.35,1615.11,1625.31,5553,180,0
2025-04-13 10:00:00,1625.32,1626.29,1610.34,1616.65,5494,180,0
2025-04-13 11:00:00,1616.65,1617.48,1590.44,1602.9,8288,180,0
2025-04-13 12:00:00,1602.9,1607.72,1597.48,1601.58,6935,180,0
2025-04-13 13:00:00,1601.58,1606.52,1563.87,1572.56,12215,180,0
2025-04-13 14:00:00,1572.56,1587.79,1566.14,1584.28,10007,180,0
2025-04-13 15:00:00,1584.28,1586.99,1577.63,1584.91,6379,180,0
2025-04-13 16:00:00,1584.91,1600.71,1584.61,1593.86,7244,180,0
2025-04-13 17:00:00,1593.86,1647.84,1592.18,1634.44,12677,180,0
2025-04-13 18:00:00,1634.37,1645.57,1623.66,1627.64,8827,180,0
2025-04-13 19:00:00,1627.64,1628.11,1559.56,1588.75,15362,180,0
2025-04-13 20:00:00,1588.75,1615.41,1581.81,1589.43,13495,180,0
2025-04-13 21:00:00,1589.43,1601.76,1570.7,1592.47,10801,180,0
2025-04-13 22:00:00,1592.47,1598.8,1581.96,1585.06,8748,180,0
2025-04-13 23:00:00,1585.06,1599.05,1579.85,1596.68,8221,180,0
2025-04-14 00:00:00,1596.68,1633.41,1594.59,1610.69,11899,180,0
2025-04-14 01:00:00,1610.69,1621.39,1607.53,1616.38,8282,180,0
2025-04-14 02:00:00,1616.38,1658.76,1613.23,1633.03,13711,180,0
